text,source,category,class
মানুষিক টরচার,toxic_comments,Unsafe,Harmful
অনেক অনেক ধন্যবাদ ভাই। জয় বাংলা জয় বঙ্গবন্ধু বাংলাদেশ চিরজীবী হোক...,bangla_comment_dataset,Safe,Safe
খুব ভাল্লাগছে ❤,bangla_comment_dataset,Safe,Safe
"খানকির পোলা,,,তুই তো গিটার ধরার স্টাইল টা ও যানছ না।তারপর ও গিটার দইরা দাড়াই আছস",toxic_comments,Unsafe,Adult
ভোরের উষ্ণ আলোয় হিমেল হাওয়ায় ঘামে ভেজা বগল তলা শুকাচ্ছেন পরী মনি!!❤❤,bangla_comment_dataset,Safe,Safe
তরে লাত্থি মাইরা চান্দের দেশে পাঠামু,toxic_comments,Unsafe,Harmful
এই মাসে আমার বেতন পাবো না আমি কি ভাবে চলবো,bangla_comment_dataset,Safe,Safe
চারদিকে অন্যায়ের জয়জয়কার দেখতে দেখতে এখন আর দুনিয়াতে বিচারের আশা করিনা একদিন মহান আল্লাহ নিশ্চই ভয়ংকর কঠিন বিচার করবেন সেই দিনের আশায় অপেক্ষা করা ছাড়া কিছুই করার নেই,BanglaSAPM,Safe,Safe
ডিম দিয়ে থেরাপি দেওয়া হবে।,toxic_comments,Unsafe,Harmful
আল্লাহ আপনি হেদায়েত করুন,bangla_comment_dataset,Safe,Safe
"ভদ্র,ভালভাবে থাকতে চেয়ে নিজেকে এমন যায়গায় পৌছিয়ে দিয়েছি যে মানসিক ভাবে শক্ত হয়ে দাঁড়াতে পারছি না।
অথচ আমি এমন ছিলাম না, আমার সম্পর্কে কেউ নেগেটিভ কিছু বললেই সেটা পজেটিভ প্রমাণ না করা পর্যন্ত থেমে যেতাম না।
আবার যদি কেউ প্রকাশ ও না করে আমি যদি বুঝতাম যে সে আমার ব্যাপারে নেগেটিভ চিন্তা কর‍তে পারে তাহলেই ব্যাস আমি উঠে পড়ে লাগতাম যেন আমাকে ভুল না বুঝে।
আসলেই এইগুলা জীবনের কাল হয়ে গেছে এখন। 
খুব চেস্টা করতেছি বের হইতে,  নিজেকে বুঝাচ্ছি কে কি ভাবল তাতে আমার কিছু আসে যায় না।",BanglaSAPM,Unsafe,Suicidal
হাল্কা ছোট করে কমেন্ট করবেন...ধন্যবাদ..,bangla_comment_dataset,Safe,Safe
আলহামদুলিল্লাহ ।অপেক্ষায় রইলাম প্রিয় শায়েখ❤,bangla_comment_dataset,Safe,Safe
আমার বালের ফ্যান,toxic_comments,Unsafe,Adult
Remove,Instagram,Unsafe,Suicidal
"গত দুই বছর ধরে একের পর এক স্বজন হারাচ্ছি।
প্রথমে দাদী,
তারপর সেজো চাচা
আজকে মেজো চাচা।
আমরাও বড় হচ্ছি ছায়াগুলো সরে যাচ্ছে।",BanglaSAPM,Safe,Safe
"হে খোদা কোখায় তুমি,দেখ আমি কত আসহায়",BanglaSAPM,Safe,Safe
জীবন এক বিরক্তিকর অধ্যায় ,BanglaSAPM,Unsafe,Suicidal
দারুণ লাগছে যে,bangla_comment_dataset,Safe,Safe
মৌসুমি জারস মেয়ে কোন বাবার পরিচয় নাই এই ক্যামেরার সামনে আসতো না,toxic_comments,Unsafe,Adult
এবার ঈদে নাটক আসবে কি কি,bangla_comment_dataset,Safe,Safe
ঈদ মুবারক আপা,bangla_comment_dataset,Safe,Safe
সুখ নামের ময়না পাখি হয়তো আর আসবেনা ফিরে আমার এই মনের ছোট ঘরে | দুঃখ নামের নিষ্ঠুর পাখি  আমার থাকবে সারা জনম ভরে |,BanglaSAPM,Unsafe,Suicidal
"দুইটা জিনিস কাছাকাছি আসলে মানবজাতির অনেক বছর বাঁচতে ইচ্ছে করে।

১.মৃত্যু 
২.ভালোবাসার মানুষ",BanglaSAPM,Safe,Safe
হিরো আলম ভাই আপনি এগিয়ে যান আমরা আছি আপনার পাশেই,bangla_comment_dataset,Safe,Safe
দেশপ্রেমিক সংগঠনবাংলাদেশ আওয়ামী লীগ ❤,bangla_comment_dataset,Safe,Safe
প্রত্যেকটা অফিসে এমন একজন কলিগ থাকবেই Laptop,Facebook,Safe,Safe
আহা ভগবান মানতে পারছি না,BanglaSAPM,Safe,Safe
ঈদ মোবারক  আপু,bangla_comment_dataset,Safe,Safe
হায় রে গর্দভ কোন প্রসঙ্গে কথা বল্লি আর কি দিয়া শেষ করলি,toxic_comments,Unsafe,Harmful
"আমার এমন দিনও গেছে,আমি নিশ্বাস না নিতে পারার মতো কেদেছি। আর কাঁদতে চাই না আমি। ",BanglaSAPM,Unsafe,Suicidal
ম্যাডাম সর্বোচ্চ সাজা বলতে ফাসিঁ হতে পারে তা করতে গেলে বেশ সমায়ের প্রয়োজন। জনগন খাদিজার এই ঘটনার বিচার খুব দ্রুত পেতে চাই। তাই বলছি ক্রসফায়ার তো আমাদের নিত্য দিনের সঙ্গী। তাই বলিষ্ঠ কন্ঠে বলতে চাই বদ বদরুলের মত জানোয়ারকে জনসম্মুখে ক্রসফায়ার দেয়া হোক।,bengali_hate,Safe,Safe
কি অপরাধে আজ আমার বোনদের কারাগারে যেতে হলো?,bengali_hate,Safe,Safe
রোজায় ধরছে আপনাকে।বোঝা যায়,bangla_comment_dataset,Safe,Safe
সাব্বাস Nahim Chowdhury Masud Miah Hossain Rayhan দেখো বা,bangla_comment_dataset,Safe,Safe
"নিয়মমতো জীবনযাপন করতে পারছি না।কেমন জানি হয়ে গেলো সবটা।না হয় পড়ালেখা,না হয় অন্য কোনো প্রোডাক্টিভ কাজ। সব কেমন এলোমেলো হয় গেলো।",BanglaSAPM,Safe,Safe
"তোরে আচ্ছা মতো সিরিজ কাগজ দিয়া ডলতাম পারতাম , তাহলে মনে শান্তি পাইতাম ।",toxic_comments,Unsafe,Harmful
বাই বণ রা কমেনট এ বানাদ টিক করে লিকবেন বানাদ পরতে অসবিদা হক্সে,bangla_comment_dataset,Safe,Safe
No one: রাতের বেলা স্বপ্নের মধ্যে কোন কারণ ছাড়াই আমি:,Facebook,Unsafe,Harmful
"মাদারচোদ , তোর বাপ যেই লাল কনডম পইড়া লাগাইসিল, ওই কনডম টাই বড় হইয়া তুই হইসস আর তোর মা যেইদিন কনডম পরতে দেয়নাই",toxic_comments,Unsafe,Adult
Viral Of This Week,Instagram,Unsafe,Harmful
বাইন্চোত,toxic_comments,Unsafe,Adult
"আমরা হুদাই কই ইরানি, সৌদি মেয়েরা বেশি সুন্দর। আসলে সুন্দর হলো হিজাব। নুসরাত ফারিয়া ইজ হান্ড্রেড টাইম বিউটিফুল দ্যান উইদাউট হিজাব।",bangla_comment_dataset,Safe,Safe
Chicken Liver Fry Ajker Iftaar Special,Instagram,Safe,Safe
"আমি আশেপাশে লক্ষ্য করে দেখেছি বিবাহিত’রা নিজেদের মধ্যে হাসেন না, গল্প করেন না। কোথায় জানি একটা দায়িত্ব পালন। কয়েক জন কে দেখে আমার রীতিমতো মনে হয়েছে তাদের একটা অদৃশ্য কিছু নজরদারি করছে। অনেক টা আম্মুর ভয়ে দুপুরের ভাত ঘুমে বিকেলের অপেক্ষা। তার থেকে প্রেমিক প্রেমিকারা ঢের বেশি কোয়ালিটি টাইম পাস করেন। হাসেন, কাঁদেন, ঝগড়া করেন।মান-অভিমানের মতো অনুভূতি গুলোর চর্চা করেন। প্লিজ, মন খুলে ভালোবাসুন। ভালোবাসা হচ্ছে সেই অনুভূতি যা কোন দিন কারো অনিষ্ট করতে পারে না। ভালোবাসলে মানবীয় গুলাবলী গুলো আরো বেশি বেগবান হয়।♥",BanglaSAPM,Safe,Safe
"খানকির পোলা আড়িপ্পা,
তুই নিপুনরে ও মাগি বানাইতে চাস।",toxic_comments,Unsafe,Harmful
"বেডির নাকি বুড়া বেডা হবে না, কচি বেডা পছন্দ কচিকচার আসর বসাতে হবে",Facebook,Unsafe,Adult
কিন্তু বাইরে বের হইলেই তো আমি আর সেই সুন্দর হতাশা চত্ত্বর টা দেখতে পারি না!,BanglaSAPM,Safe,Safe
অনেক বার দেখেছি,bangla_comment_dataset,Safe,Safe
পৃথিবীতে নাই একটু শান্তি কোথাও!,BanglaSAPM,Unsafe,Suicidal
তোর নানা গাইড়্যা,toxic_comments,Unsafe,Harmful
আমাকে কল দিন,bangla_comment_dataset,Safe,Safe
সব মিলিয়ে সুইপার সুইপার লাগছে,toxic_comments,Unsafe,Harmful
সবার পরিক্ষা ভালো হয় খালি আমার পরিক্ষা খারাপ হয়।,BanglaSAPM,Safe,Safe
কস্ট পেলাম,bangla_comment_dataset,Safe,Safe
"অনুভূতি গুলো ব্যবচ্ছেদ ই হয়ে যায়, জোড়া আর কখনোই লাগেনা.",BanglaSAPM,Safe,Safe
খেলা না.....খোলা..... ঠিক করেণ,bangla_comment_dataset,Safe,Safe
টয়লেট করার সময় সাউন্ড করতে হেবি মজা,Facebook,Unsafe,Adult
"আল্লাহ সবাইকে হেদায়াত দান করুন,, আমিন",bangla_comment_dataset,Safe,Safe
আপু♥,bangla_comment_dataset,Safe,Safe
"কোথায় আজ ক্রসফায়ার বিরোধী মানবধিকার কমিশনার, কোথায় সুলতানা কামাল? ধিক্কার তোদের বোধকে ",bengali_hate,Unsafe,Harmful
"আমার শেষ পরীক্ষা টা কেউ দিয়ে দে ভাই, আমার আরো ৭ দিন পড়ার স্ট্যামিনা, ইচ্ছাশক্তি কিচ্ছুই নাই।",BanglaSAPM,Safe,Safe
ওসাম,bangla_comment_dataset,Safe,Safe
আপনি এখনো সিয়র না যে আপনি ভুল করছেন যে।হায়রে আল্লাহ আপনাকে হেদায়েত দান করুক।,bangla_comment_dataset,Safe,Safe
My wife trying to get our baby to say MaMa first..Pt.3. What's going on ? What the hell is this ? I'm going to make sure he's going to say mama first.I have zero time to waste.mama.Are u you serious?mama. mamaaa,Facebook,Unsafe,Adult
তথাকথিত ব্লগার যারা আছেন আপনাদের কে আল্লাহ হেদায়েত দান করুন।,bangla_comment_dataset,Safe,Safe
হারাাম জাদা,toxic_comments,Unsafe,Harmful
আদাব ,bangla_comment_dataset,Safe,Safe
হারালো আমার দিন গুলো সময়ের আঘাতে শূণ্যতায় ভেসে গেছে,BanglaSAPM,Unsafe,Suicidal
"একটা কথা খুবই স্পষ্ট - স্ট্রাকচারাল ডেভলপমেন্ট মানেই দেশোন্নয়ন না! অথচ কদাচিৎ ভাবনাও দেখিনা এ ব্যাপারে, ভাবা যায়!?",BanglaSAPM,Safe,Safe
হ্লার কানবাদুর,toxic_comments,Unsafe,Harmful
"ওইশ্লা বলদ,,,,,,,
তুই জন্মগত আবাল
নাকি
ট্রেনিং নিছিলি????",toxic_comments,Unsafe,Adult
"জীবন অনেকটা বৃষ্টির ফোটার মতন....
যতটা সময় থাকে, অনুভব করতে হয়...🙂🙂।
সেই বৃষ্টির ফোটার মাঝে যদি তুমি আলো হয়ে কিরণ দাও, তবে আমিও আবার রংধনু হয়ে রাঙিয়ে দিবো তোমায়....🥰🥰🥰",BanglaSAPM,Safe,Safe
"যখন আমরা কোনো বিষয়ে সিদ্ধান্ত নিই তখন না চাইলেও অন্য কোনো না কোনো কিছুর বিপক্ষে সিদ্ধান্ত নেওয়া হওয়া হয়ে যায়,কিছুই করার থাকে না।",BanglaSAPM,Safe,Safe
"মাথার উপরে যে শূন্যতা তার নাম আকাশ,
বুকের ভেতর যে শূন্যতা তার নাম দীর্ঘশ্বাস",BanglaSAPM,Unsafe,Suicidal
"চকবাজার আসলে মনে হয় বাংলাদেশের ফিউচার ব্রাইট! একেকজনের চোখেমুখে জীবনযুদ্ধ জয়ের নেশা, মাঝেমধ্যে মনে হয় চুয়েটটা চকবাজারে হলে অন্যরকম এক চুয়েটের দেখা মিলতেও পারতো।",BanglaSAPM,Safe,Safe
গরুর ঘরের গরু নাকের নিচের বাল গুলো দেখলে তোরে ছাগলের মত লাগে।,toxic_comments,Unsafe,Harmful
ব্যর্থ প্রেম - Feeling sad. তুমি দিলে তোমার সাথে খুলে কথা বলতে পারতা কিন্তু তুমি একদম বদলে গেলে,Facebook,Unsafe,Suicidal
"শুনেছ কি বলে গেল সীতানাথ বন্দ্যো?
আকাশের গায়ে নাকি টকটক গন্ধ ?
টকটক থাকে নাকো হ'লে পরে বৃষ্টি-
তখনও দেখেছি চেটে একেবারে মিষ্টি ।",BanglaSAPM,Safe,Safe
অপেক্ষায় বসে আছি... সময় শেষ হচ্ছে না,bangla_comment_dataset,Safe,Safe
এতো সুন্দর  কেন আপি তুমি।,bangla_comment_dataset,Safe,Safe
জানতে ইচ্ছে করে মিথিলা খালা কি কমেন্ট গুলো পড়ে??,bangla_comment_dataset,Safe,Safe
আরে সালমান ভাই?,bangla_comment_dataset,Safe,Safe
"টানা ১৪ দিন ভাত না খেয়ে, শুধু মুলা খেয়ে, রানের চিপায় আটকে রেখে, তর মুখে যদি ঠাস ঠাস করে কয়েকটা পাদ দিতে পারতাম, তাহলে একটু শান্তি পাইতাম ",bangla_comment_dataset,Safe,Safe
সয়তান,toxic_comments,Unsafe,Harmful
এরকম সুখের ঘর আমার যদি থাকতে তাহলে জীবনটা নিয়ে এত কষ্ট পেতাম না,BanglaSAPM,Safe,Safe
সে আমার সাথে গুটিবাজি করল,BanglaSAPM,Safe,Safe
আরেকটা তোমার হোগা মারলে যে ব্যাথা হয় মাদারগাছ,toxic_comments,Unsafe,Adult
বিশ্বের অনেক উন্নত দেশও এই জাতীয় পদক্ষেপ নিতে ব্যর্থ! দ্রুত সময়ে করোনার চেয়েও বেশি শক্তি নিয়ে ভাইরাসকে মোকাবিলা করার জন আপনাদের জানাই অভিনন্দন!! ,bangla_comment_dataset,Safe,Safe
"কেউ কেউ নিজের জীবনের প্রতি এতই বিরক্ত হয় যে, ভাবে এই বুঝি আত্মহত্যা করে ফেলবো! হয়তো আত্মহত্যা-ই হতে পারে হাজারো ডিপ্রেশন থেকে মুক্তির পথ। পরক্ষনেই আবার ভাবনায় আসে, আমার মতো আর কতজন এভাবে আত্মহত্যা করে মুক্তি পেতে পারবে? আত্মহত্যা কি সত্যিই সব সমস্যার সমাধান?

সম্ভবত দূর্বিষহ জীবন থেকে মুক্তি লাভের উপায় “আত্মহত্যা” হতে পারেনা। কেননা আত্মহত্যা যদি সব সমস্যার সমাধান হতো, তবে পৃথিবীতে মধ্যবিত্ত বলে কোনো পরিবার থাকতো না। সবগুলো পরিবার-ই আত্মহত্যা করে দূর্বিষহ জীবন থেকে মুক্ত করে নিতো নিজেকে।

আসলে চাইলেই এ সুন্দর জীবনটাকে নষ্ট করে দেয়া যায় না। জীবনের মায়া, বড় মায়া। এ সুন্দর পৃথিবী ছেড়ে কেউ সহজে যেতে চায় না। সবাই চায় আরো ক’দিন বেশি বাঁচতে। তাহলে কতটা বিভীষীকার কাতারে দাঁড়ালে একজন মানুষ তার নিজের জীবনের প্রতি আস্থা হারিয়ে ফেলে? একবারও কি এ কথা কারো মাথায় আসে?

তুমি যখন ডিপ্রেশনের চুড়ান্ত পর্যায়ে পরে আত্মহত্যার প্রিপারেশন নিচ্ছো তখন ক্যান্সারে আক্রান্ত হওয়া মানুষটা হয়তো স্রষ্টার কাছে আর দুটো দিন বেশি বাঁচার জন্য কাকুতি মিনতি করছে।

আচ্ছা, এতো শত করে কি হবে বল তো? মানুষ তো হাজার বছর বাঁচেনা। এই বড়জোর ৬০ কি ৭০ বছর, জীবনটাতো একদম ছোট। ফুঁস করে হাওয়ার মতো সময়টাও কোথা দিয়ে বেরিয়ে যাবে টেরই পাবে না।

এরচেয়ে বরং জীবনকে সাজানোর চেষ্টা কর। ব্যর্থ হওয়া সময়গুলোকে জীবন থেকে মুছে নতুন করে বাঁচার পরিকল্পনা কর। স্লিপিং পিলটা ফেলে দিয়ে মাকে জড়িয়ে ধরে বলো, “মা খুব বিরিয়ানি খেতে মন চাচ্ছে” অথবা খুব বৃষ্টিতে ভাই বোনগুলির সাথে আড্ডা মেরে ঝালমুড়ি খেয়ে দেখতে পারো। দেখবে, কষ্ট সব নিমিষেই হজম হয়ে যাবে।

তোমায় বাঁচতে হবে, সেই দিনটা দেখার জন্য যেদিন তোমায় নিয়ে সকলে গর্ব করবে। অন্তত সেই দিনটা দেখার জন্য হলেও তোমায় বাঁচতে হবে যেদিন স্বয়ং মৃত্যুও তোমার হাসিমুখ দেখে লজ্জা পাবে। আর যদি তা না চাও, তবে তুমি মারাই যাও। পৃথিবীতে তুমি আবর্জনা ছাড়া আর কিছুই না।
©",BanglaSAPM,Safe,Safe
ভালোবাসা কী ভুল? নাকি লাল গোলাপ ফুল। ভালোবাসা কী সুখ? নাকী বেদনা ভরা দুখ ভালোবাসা কী হাসি? নাকী গলার ফাসি।তবু মন বলে তোমায় ভালোবাসি। দুঃখী,bengali_hate,Safe,Safe
তুমি ফিরে আসবেনা জানি..,BanglaSAPM,Safe,Safe
"১৮তে হোগার বালে সবুজ রং লাগিয়ে গরুর সামনে দরবে আরিফ মাগী,আর কয়টা হিজলা তোরে চুদবে, আর তোর দোন তো অনেক আগেই কাকে খাইছে নুডি, তোর লাজ নাই,",toxic_comments,Unsafe,Adult
আল্লাহ তাকে হেদায়েত দান করুন। আমিন।,bangla_comment_dataset,Safe,Safe
রাতে চৌদ্দবার হ্যান্ডেল মারার পর যখন টিকটক ভিডিও বানায়,bengali_hate,Unsafe,Adult
"শোভনঃ তারাতাড়ি উঠো। 
উপরে অনেক সুন্দর বাতাস। 
এই বাতাসে ব্যস্ত শহরের বুকে অসম্ভব সুন্দর একটা সূর্যাস্ত আমি একা দেখতে চাই না। 
তারাতাড়ি আসো এখনি সূর্য টা ডুবে যাবে।",BanglaSAPM,Safe,Safe
তোর বাপ বড় চোর শুয়ার এর বাচ্চা,toxic_comments,Unsafe,Harmful
খানকির পোলার ভাব দেখলে তীব্র শীতেও প্রচণ্ড গরম লাগে,toxic_comments,Unsafe,Adult
তর শারটে দেহি জায়গায় জায়গায় কাউয়া হাগসে!,toxic_comments,Unsafe,Harmful
অবশ্যই ,bangla_comment_dataset,Safe,Safe
মোবাইল ভাইব্রেশন কইরা তুর পুকটিতে ভরবো,toxic_comments,Unsafe,Adult
পা। চা। টা ৪০ হবে কেউ ৪৫বল বে না,Facebook,Unsafe,Adult
"সাহসী হিরো আলম, সাহসী মত কথা বলেছে। জাহেদ খানটা কে জেনো?",bangla_comment_dataset,Safe,Safe
তোমার মতো খাটাস দিয়ে,toxic_comments,Unsafe,Harmful
হিরু আলমও তরে চুদবেনা।তর মা বাবা কি পতিতার বাসিন্দা?,bengali_hate,Unsafe,Adult
"যতটুকু দেখেছি, দেখছি... এই সময়টা শুধু প্রিয়জন হারানোর... প্রিয় ব্যক্তিত্ব হারানোর... প্রিয় মানুষদের একে একে বিদায় জানানোর... কেউ পৃথিবী ছেড়ে যায় বলে, আর কেউ প্রিয়জন এর চাইতে প্রয়োজন প্রাধান্য দেয় বলে। ",BanglaSAPM,Unsafe,Suicidal
"তামাম,তামাম....",bangla_comment_dataset,Safe,Safe
নাছিরের ধন অনেক বড় তাই মেয়েটা পাগল হয়ে গেছে,bengali_hate,Unsafe,Adult
বাঘিনী,bangla_comment_dataset,Safe,Safe
ওরে কেউ একটু গাজা দে,toxic_comments,Unsafe,Harmful
"মাদারটোষ্ট অব দ্যা ইয়ার
",toxic_comments,Unsafe,Harmful
কিসের সংবিধান আমার সোনার সংবিধান এই আওয়ামি হায়নার সংবিধান কে মানে। আর খালেদা জিয়া যদি এইবার আন্দোলনের ডাক না দে তা হলে বাংলার মাটিতে নারী নেতা থাকার দরকার নেই।,bengali_hate,Unsafe,Harmful
শুয়োরের বাচ্চা,toxic_comments,Unsafe,Harmful
জীবনে একটা দারুন স্বপ্ন ছিল শুরু না হতেই ভেংঙ্গে গেল একটা আশার প্রদিপ ছিল জ্বলতে গিয়েই নিভে গেল একটা প্রিয় মানুষ ছিল পাওয়ার আগেই হারিয়ে গেল,BanglaSAPM,Unsafe,Suicidal
নুসরাত ফারিয়া পর্দায় তোমাকে অনেক ভালো লাগতেছে এবং তোমাকে খুব সুন্দর দেখাচ্ছে।,bangla_comment_dataset,Safe,Safe
ভালো লাগছে ভাই এগিয়ে যান,bangla_comment_dataset,Safe,Safe
আলহামদুলিল্লাহ!  ঈদ মোবারক!,bangla_comment_dataset,Safe,Safe
sajni(slow+revreb),Facebook,Unsafe,Suicidal
শিবির,toxic_comments,Unsafe,Harmful
"নষ্ট ল্যাম্পপোস্টের ২ টা কষ্ট, 
তার একাকিত্ব আরেক হলো তার আলো অন্ধকারে সুলতান আলাউদ্দিন খিলজির মত রাজত্ব করতে পারে না৷ 
এই কষ্ট দেখে মায়াবী চড়ুই পাখি একটা বাসা বাঁধলো ল্যাম্পপোস্টের খাঁচা তে৷ ঐ খাঁচাতে মুক্তি মেলে, আলো না থাকা কোনো দৈন্যতা ন য়৷ 
কিন্তু মানুষ এসে বাসা টা ভেঙে দিলো৷",BanglaSAPM,Safe,Safe
উফ!! আর কতকাল শুধু ঘরে বসে বসেই এভাবে মানুষের টুরের ভিডিও দেখতে থাকবো,BanglaSAPM,Safe,Safe
তোরে দেইখা মনে হইতাছে এই মাত্র মাসিক এর পোটলা মুখে ঘষান দিয়া আইছোস,toxic_comments,Unsafe,Adult
হিরো  আলম ভাই  তুমার কথাই  রাইট  এইজন্য  এরাই  দংস হয়েগেছে,bangla_comment_dataset,Safe,Safe
আসো,bangla_comment_dataset,Safe,Safe
"ওদের মৃত্যু দন্ড দেওয়া ভুল হয়েছে, খানকির বাচ্ছা দের, সারা জীবন কস্ট দেওয়া উচিৎ ছিল ?",bengali_hate,Unsafe,Adult
"সময়ের সাথে সাথে মানুষের জীবনের প্রায়োরিটিস বদলায়।একসময় যে মানুষগুলোর সাথে সময় কাটাতে গিয়ে দিনরাত এক হয়েছিলো,এখন তাদের জন্য সময় বের করতে রুটিন চেক করতে হয়।প্রায় সময় রুটিন চেক করাটা নিষ্ফল হয়,কখনোবা বাধ্যবাধকতা,কখনোবা ইচ্ছাকৃত।কিন্তু এটাই বাস্তবতা।মেনে নিতে হবে।তারাও থেমে থাকবে না,আমিও থাকবো না।থেমে থাকবে শুধু সে স্মৃতিগুলো মনের এক ছোট্ট কোণে।কিন্তু ছোট্ট কোণ বলে ধুলো জমতে দিবো না।প্রতিটা কোণা আগলে রাখবো।",BanglaSAPM,Safe,Safe
এই সব পতিতা মানুষিকতার মেয়েরা আমাদের দেশের আবর্জনা,bengali_hate,Unsafe,Adult
"বাবা মায়ের জন্য এখনো তেমন কিছুই করতে পারিনি! জানি না ইচ্ছা টা আল্লাহ পূরণ করবেন কিনা।
হায় আল্লাহ! জালিমদের হাত থেকে আমাদের তুমি রক্ষা করো!🤲🤲",BanglaSAPM,Safe,Safe
"প্রেম পায়খানা দুটাই এক কোনটাই জোর করে হয় না, সময় হলে নিজ থেকেই আসে",bengali_hate,Unsafe,Adult
"ইসকন নিয়ে যখন বিভিন্ন কথাবার্তা চলতেছে, তখন কোন নারীবাদীকে দেখলাম না ইসকনের বিরুদ্ধে কথা বলতে। এতে আমি অবাক হয়েছি। কারণ ইসকন প্রবক্তা প্রভুপাদ একমাত্র ব্যক্তি যে নারীদের সম্পর্কে এত সুন্দর সুন্দর থিউরী দিয়েছে, যা পৃথিবীতে বিরল। যেমন-১) নারী স্বাধীনতা সম্পর্কে ১৯৭৭ সালের ৫ই এপ্রিল মুম্বাইয়ে একটি কথোপকথনে ইসকন প্রতিষ্ঠাতা প্রভুপাদ বলে-Woman given freedom means prostitute. Free woman means prostitute. What is this prostitute? She has no fixed-up husband. And free woman means this, daily, new friend.অর্থ: “নারীদের স্বাধীনতা দেওয়ার অর্থ পতিতাবৃত্তি, স্বাধীন নারী হলো পতিতা। সে কি ধরনের পতিতা? তার নির্দিষ্ট কোনো স্বামী নেই। স্বাধীন নারী অর্থ এটাই বোঝায় প্রতিদিন নতুন বন্ধু।”২) নারীর জন্য ধর্ষণ কেমন লাগে এর ব্যাখ্যা দিয়ে গিয়ে ইসকন প্রতিষ্ঠাতা প্রভুপাদ বলে-It is not that the woman do not like rape. They like sometimes. They willingly. That is the psychology. Outwardly they show some displeasure, but inwardly they do not. This is the psychology.“অর্থ- “এমন নয় যে মহিলারা ধর্ষণ পছন্দ করে না",bangla_comment_dataset,Safe,Safe
গালি দিলাম না বাইন্সদ,toxic_comments,Unsafe,Adult
একবার কী ভাবার দরকার ছিলনা তোমার সন্তান এর কথা। কিছু দিন পরে যখন সে স্কুলকলেজে পড়ালেখা করবে তখন বুন্ধু কিংবা বান্ধবীর সাথে জগরা করলে থাকে কি বলবে।,bangla_comment_dataset,Safe,Safe
কথা বলতে গেলে বাজে সে আখি চিত্রনায়ক চিত্র,bangla_comment_dataset,Safe,Safe
"দিনদিন পরিবারের অবহেলা বেড়েই চলছে।
আমার পরিবার আমাকে ভালো থাকতে দিচ্ছেনা। তারা সবসময় আমার সাথে খারাপ ব‍্যবহার করে। এখন সবসময় সুইসাইড করার কথা মনে হচ্ছে। কিন্তু মৃত্যু পরবর্তী জীবনের কথা ভেবে সুইসাইড করিনা। আমি বাচতে চাই কিন্তু পরিবারের অবহেলা সহ‍্য ক্ষমতা আমার নেই। এখন কি করবো আমি। 😭😭",BanglaSAPM,Safe,Safe
"মানসিক শান্তি কোথায় গেলে পাওয়া যায়? কেউ বলতে পারবেন।

গত ২৫/২/২০২২ রাত ৮.০৭ মিনিট এ কয়েক মিনিট মধ্যে আমাদের একা করে চলে গেছে আমার আব্বু 😓 
বিষয় টা আমি কোনো ভাবে মেনে নিতে পারছি নাহ। রাত হলে আমি ঘুমাতে পারি নাহ।সারাদিন আমি যতো ব্যসত থাকি আমার মাথায় শুধু এটাই চলে কেনো আববু চলে গেলো।কেনো আমরা আব্বু কে সুস্থ করতে পারলাম নাহ।আব্বু  তো বলে ছিলো আমার যতো টাকা আছে সব দিয়ে আমাকে সুস্থ করে বাসায় নিয়ে যা।যখন আব্বু চোখে পানি আসা চেহেরা টা আমার চোখে শুধু ভাসে।তাহলে কি আমরা টাকা জমা করে আববু কে হারিয়ে ফেললাম।আব্বু কি কষট পাচ্ছে। আব্বু চলে যাওয়ার পর কোনো বন্ধু -বান্ধবী সাথে কথা  বলতে ভালো লাগে নাহ।রাত হলে মনে হয় আব্বু হয়তো আমাকে আসতে বলছে।একা আব্বু থাকতে ভালো লাগছে নাহ।আমি নিজেকে অনেক বোঝানোর চেষ্টা করছি। কিনতু পারছি না।দিন দিন এই পেইন গুলো আরো বারছে।মনে হয় সুইসাইড করতে পারলে হয়তো আমি অভার চিন্তার থেকে বাজবো।কি করবো কিছুই বুঝতাছি।😞😓",BanglaSAPM,Unsafe,Suicidal
ভ্যাক্সিন আবিষ্কার হয়ে গেছে। বিজ্ঞানীরাই পেরেছে। অন্য কেউ নয়।,bangla_comment_dataset,Safe,Safe
নাইছ ইউ,bangla_comment_dataset,Safe,Safe
মেকাপে ভালো লাগে না,bangla_comment_dataset,Safe,Safe
সাব্বলিয়ায়াহহহ,bangla_comment_dataset,Safe,Safe
অপেক্ষায় রইলাম প্রিয় মুফাসসির ❤,bangla_comment_dataset,Safe,Safe
"আলিপ্পা? বইন তুই একটু শান্তিদে বিন,তুর কাছে জনগন আজ শান্তি বিক্ষা চায়,মাদালি",toxic_comments,Unsafe,Adult
তর এই তালি পরা তেনা পরার শখ বুজি যাইবো না মাদারচুদ। ভবের পিডান পিডাইতে পারতাম তরে।,toxic_comments,Unsafe,Adult
"আমিন,",bangla_comment_dataset,Safe,Safe
তুমি মোর জীবনের ভাবনা হৃদয়ের সুখের ডোলা তুমি মোর জীবনের ভাবনা হৃদয়ের সুখের ডোলা নিজেকে আমি ভুলতে পারি তোমাকে যাবেনা ভোলা তুমি মোর জীবনের ভাবনা হৃদয়ে সুখের ডোলা,Instagram,Safe,Safe
