text,class,source,category
ভোদার বাল,Adult,toxic_comments,Unsafe
"যে যাই বলেন,চুদির ভাই আরিফার ছবির স্টাইল কিন্তু আমার সেই লাগে, জিও চুদির ভাই আরিফা",Adult,toxic_comments,Unsafe
"রোজা রাখি নাই রে হালারপুত
গাইল্লাইতে পারমু
চুদিরপুত শালারপুত ঘটিরপুত
আহ! শান্তি লাগতিসে ",Adult,toxic_comments,Unsafe
লেউরা খাাওা মাগি,Adult,toxic_comments,Unsafe
কুত্তার বি* ভিডিও টা অন করেই তোর নাকের নিচের ঝাড়ুর গুতা লাগল হাতে,Adult,toxic_comments,Unsafe
"হালারপুত, মুক্তিযুদ্ধের স্লোগান ডারেও তুই ছাড়লি না। তুই যে কেন 71 সালে জন্ম নিয়া পাক বাহিনীর হাতে রেপ হইলি না",Adult,toxic_comments,Unsafe
" আপনারে কি খাইয়া দিছে
",Adult,toxic_comments,Unsafe
কুত্তার পুটকি তুর গালের,Adult,toxic_comments,Unsafe
পুকটি মারা খা,Adult,toxic_comments,Unsafe
মাগির পুতে আলিফ লায়লার কাপড় পাইছে কই? মুঞ্চায় হিজড়া দিয়া পুটকি মারাই,Adult,toxic_comments,Unsafe
বিশ টাকায় সুপার গ্লু কিনে তর দুই পা একসাথে লাগিয়ে তর পুটকিতে ভরে দিব মাদারসোদ,Adult,toxic_comments,Unsafe
খানকি খানকি মাগি,Adult,toxic_comments,Unsafe
চোদনখোর,Adult,toxic_comments,Unsafe
কই থেইক্কা যে আইয়ে এইসব বালছাল,Adult,toxic_comments,Unsafe
হরির পোলা,Adult,toxic_comments,Unsafe
আরেকটা তোমার হোগা মারলে যে ব্যাথা হয় মাদারগাছ,Adult,toxic_comments,Unsafe
খানকি মাগির ছেলে,Adult,toxic_comments,Unsafe
" মুরগীর ঘরের মুরগী।খানকি মাগীর ছেলে।নটির পুলা,তুর প্রেমিকা পুটকি মারা।মঠেলের ""ঠ"" তর পুদে দিয়া হান্দা।আব্লা আলমের বাচ্ছা।",Adult,toxic_comments,Unsafe
গুয়ায় আইক্কা ওলা বাশ দিমু,Adult,toxic_comments,Unsafe
তুই আমার নাম টার ইজ্জত রাখলি না মাদারটোস্ট,Adult,toxic_comments,Unsafe
মাদারির তিন মাথা!,Adult,toxic_comments,Unsafe
চুতমারানী মাগি,Adult,toxic_comments,Unsafe
বিশ্বকাপের একটা বল তোর হোগার মধ্যে ঢুকাতে পারলে শান্তি পাইতাম।,Adult,toxic_comments,Unsafe
লম্বা গু চোদা,Adult,toxic_comments,Unsafe
মাদারচোদ খানকির পোলা ব্রাজিল টিম এর প্রতি কুফা লাগলে তরে আমি রাস্তায় পইরা থাকা ব্যবহৃত কনডমের ভিতর ঢুকাইয়া রাখমু,Adult,toxic_comments,Unsafe
তর বাপপের হোল তর বউয়ের ভোদাতে,Adult,toxic_comments,Unsafe
"হালারপুত দিলি তো বছরটারে খারাপ কইরা, তোর এই খোমা দেখার লগে লগে আমার মোবাইলটা হাত থাইকা মাটিতে পইড়া গেল, তুই একটা কুফা তোর উইশের কারণে না জানি আমার বছরটা খারাপই যায়। হালারপুত তুই এই উইশ করার আগে মরলি না কেন",Adult,toxic_comments,Unsafe
ভেনডি মাগির পুত,Adult,toxic_comments,Unsafe
রেন্দি,Adult,toxic_comments,Unsafe
"১০০%খাটি মাগি
",Adult,toxic_comments,Unsafe
হেডা দেবীর চোদনে জীবন শেষ এখন হেডাদেবীর ভোদা আওছে,Adult,toxic_comments,Unsafe
ইচ্ছা হইতাছে তর হুগা মাইরা দেই,Adult,toxic_comments,Unsafe
মাদারচোদ অামি তুকে গালি দিতে চাই?,Adult,toxic_comments,Unsafe
হু মাদারির পুত যদি না জিতে তাইলে সবাই তর ফুডাতে কলা গাছ ঢুকাইয়া জাতবে......হালা বানান ভুল করে মফিজ,Adult,toxic_comments,Unsafe
"কক্সবাজার সমুদ্র সৈকতের ৪ খানকিমাগী, তাবিজ ফারুকের জন্য অপেক্ষা করছে। এর মধ্যে একজনকে তাবিজ ফারুক পোন্দাইতে পোন্দাইতে গোয়া এত বেশি ফাঁক কইরা ফালাইছে, যে ওই গুয়া দিয়ে হাতি ও ঢুকতে পারবে। এদের মধ্যে একজন ট্রান্সজেন্ডার। সেদিন রাতে কনডম দুর্ঘটনা না ঘটলে এই মাদারীরপুতরে দেখা লাগতো না।",Adult,toxic_comments,Unsafe
"তোর মারে রিকশা আমারে দিয়া চোদামু,",Adult,toxic_comments,Unsafe
নন ঢাকাইয়া বান্দির পুলা তোরে সানির কামরস দিয়া এক বালতি চু আফজা খাওয়ানো দরকার। তোরে মেবি হিজড়া এবং বেডার মিশ্রনের ফসল এজন্য তোর এ অবস্থা। তোরে সামনে পাইলে খাংকি মাগিদের জেলি সহ পাউরুটি খাওয়ামু। তোরে দিয়া নিচ থেকে খুলাইয়া।,Adult,toxic_comments,Unsafe
"হালার পোয়া তুই
কি বালের মডেল, আরিপ্পা
কিছু কইলাম না",Adult,toxic_comments,Unsafe
তোর পুটকি ফাক করে মুতে তোকে খাওয়াবো!,Adult,toxic_comments,Unsafe
হালা ল্যাওড়া চোদা,Adult,toxic_comments,Unsafe
ওরে আবাল রে,Adult,toxic_comments,Unsafe
" চোদনার ঘরের চোদনা
",Adult,toxic_comments,Unsafe
চুদনা মাগী,Adult,toxic_comments,Unsafe
" মনডায় কয়,এই হালার পুতেরে ধইরা ল্যান্টা কইরা, এখন বৈশাখ মাসে কোন খাম্বার লগে উপুত কইরা বাইন্দা রাখি, যেন কাল বৈশাখী ওর হোগার মধ্যে একটা ঠাডা ফালায় মাইরা ফালায়
হারামজাদা,!!",Adult,toxic_comments,Unsafe
"তার শাশুড়ি রে চুদি,  ,. ,",Adult,toxic_comments,Unsafe
"আহ্ কি মল মান্তিক পেলেম কাহিনী???
নুনুতে জল এসে গেল--তিন ফোটা",Adult,toxic_comments,Unsafe
মাগির পোলা ভাগ এখান থেকে,Adult,toxic_comments,Unsafe
তুই আবার মাগীর দালালি শুরু করসিস!,Adult,toxic_comments,Unsafe
"তুমি হইলা মারা দেওয়া চুত্মারানি""

একঝাক পাখি এসে ঐকতানে

রোজ তুমি গু খাও ভোর বিহানে!!",Adult,toxic_comments,Unsafe
ঘোোড়া দিয়া চুদামু,Adult,toxic_comments,Unsafe
মোবাইল ভাইব্রেশন কইরা তুর ভদাই ভরবো,Adult,toxic_comments,Unsafe
চোরের মায়রে চুদি,Adult,toxic_comments,Unsafe
ভাবী আসেন খানকির পোলার কমেন্ট পইড়া নেই🙂,Adult,toxic_comments,Unsafe
"সেক্সি মাগির পোলা 

আজ রবীন্দ্রনাথ বেঁচে থাকলে

তুরে কবিতার ছন্দে চুদত",Adult,toxic_comments,Unsafe
সারাদিন তাবিজ পারুকের কাছে পুটকি ভাড়া দিয়ে টাকা উপার্জন করে দিনশেষে খাবার সামনে নিয়ে স্বস্তির নিশ্বাস ফেললেন আরিপ,Adult,toxic_comments,Unsafe
" মাগিরা মনে হয় প্লাস্টিকের
ধন লাগায় তোক চোদেরে আরিপ্পা..",Adult,toxic_comments,Unsafe
হালার রুচি সুদি প্যান্টি লাল থাকবো ক্যান মাদারির বাচ্ছা শালা গোরুচোর,Adult,toxic_comments,Unsafe
শালা আবাল,Adult,toxic_comments,Unsafe
কুুত্তা দিয়া করা শালারে,Adult,toxic_comments,Unsafe
মাংগীর পোলা ঘুম থাইকা উইঠাও তোর পিক দেখছি........সারাটা দিন আমার মাটি কইরা দিলি.......চুদমারানি সামনে পাইলে তোর হেডা ভাইঙ্গা গলাত ঝুলাইয়া দিমু.....সালা খানকী মাগী,Adult,toxic_comments,Unsafe
কিরে ভাই নতুন বছর উপলক্ষে মাগি ভাড়াটে করছিস বুঝি?,Adult,toxic_comments,Unsafe
পাসাাই পাইখানা মাইহা দিমু,Adult,toxic_comments,Unsafe
কালকে দিনে দুই জনে মিলে মিসে পুটকি মারা দিস,Adult,toxic_comments,Unsafe
আরিপ্পার বিচি দিয়া কেকা ফেরদৌসির জুস!,Adult,toxic_comments,Unsafe
দেশে এত চমেৎকার একটা মাইয়া থাকতে তাসকিন এইটা কারে বিয়া করন সোদাইলো?,Adult,toxic_comments,Unsafe
"তোর বোন রে চুদি,",Adult,toxic_comments,Unsafe
অনলাইনে তর পিক দেখে হাত মেরে দেবে,Adult,toxic_comments,Unsafe
"সবাই জানে এই ইলিশ তুই খাবার জন্য না , নিজের পুটকিতে ঢুকানোর জন্য নিয়েছিস",Adult,toxic_comments,Unsafe
তর মায়ের ভোদা শিরিষ কাগজ দিয়া ঘইষা দিমু,Adult,toxic_comments,Unsafe
বান্দির পুয়ার পুটকিবায় বাশ ঢুকাও,Adult,toxic_comments,Unsafe
মুনডা চাইতাছে তোর পুট ি* র ভিতরে এনাকোন্ডা হান্দাই দেই। খা*কির পোলা তোর এই বাল মারকা পেজ এর জন্য গালি শিখছি আমি।তর সাত প্রজন্ম রে গাইলামু।,Adult,toxic_comments,Unsafe
তোর বই এর ভোদাই মুক্তি,Adult,toxic_comments,Unsafe
তোর হউরিরে ডিগবাজী,Adult,toxic_comments,Unsafe
শেষমেষ তোরে জাতীয় মাছেও জাতীয় দোচা টা দিয়া দিলো,Adult,toxic_comments,Unsafe
মাগীর পুত ঘুমাতে যাওয়ার আগে তোর এই হোগা মারা পিক খানা দেখিলাম,Adult,toxic_comments,Unsafe
যেটা দরছস ওইটা তোর পুটকিতে ঢুকাই দিতে পারতাম মাদারটোস্ট,Adult,toxic_comments,Unsafe
কার নুনু চেটে ছবি তুলছস? মুখটা ইমুন ভাব যেমন খুম মজা পাইসস নুনু চেটে?,Adult,toxic_comments,Unsafe
হুমুন্দির পুত,Adult,toxic_comments,Unsafe
"তোর মুভমেন্ট দেখে বুঝা যাচ্চে 
আজকে রাতের জন্য পাশের ছেদাহীন মাগি টারে ঠিক করবি।",Adult,toxic_comments,Unsafe
মাদারচোর ভাব চুদাইস না।তরে কেউ চুদে না।,Adult,toxic_comments,Unsafe
বুড়ি মাগি,Adult,toxic_comments,Unsafe
সেই লাগছে বচ মাদারি করনচুদ বক্সুদ,Adult,toxic_comments,Unsafe
"পান পাতা জোড়া জোড়া।
ভচ মারবে আজ আরিপের হোগা.",Adult,toxic_comments,Unsafe
জারদ শালা,Adult,toxic_comments,Unsafe
সালা ফ্রিতে চোদা খাবার জন্য প্রতিদিন পোস্ট মারো তুই এত চালক কে,Adult,toxic_comments,Unsafe
এর একখান কুত্তা আছে তোর লাহান তাও আবার বিদেশি। বান্দির পুত তুই তো আবার দেশি।,Adult,toxic_comments,Unsafe
"হানকির পোয়া সোদানীর পোয়া,চুতমারানি, বাইনচোদ,সাওয়ারপুত, খানকি,মাগী,সোদানী,,,তোরে কিত্তে মন চার নিজেও ন জানি?সোদানীর পুয়া তুর নাম আরিফ হোন মাগীর পুয়া দিয়িল দে ও সোদানীর পুয়া ",Adult,toxic_comments,Unsafe
খানকিরপু মনডা চাইতাছে নিজের বিচি খুইলা তর মুখে ছুড়ে মারি,Adult,toxic_comments,Unsafe
পকেটে হাত দিয়া নুনু চুল্কানোর নিনজা টেকনিক দেখাচ্চে আমাগো মঢেল আরিপ,Adult,toxic_comments,Unsafe
"গত কয়েকদিন ফেসবুকে শান্তি আর শান্তি,, কিন্তু আজ আপনি পোষ্ট চোদিয়েছেন,, এমন পোষ্ট চোদিয়েছেন যে.. পোষ্টের চোদনে আমরা দাডাতে পারছিনা..!!",Adult,toxic_comments,Unsafe
টেরা মাগী,Adult,toxic_comments,Unsafe
তর বইন এর ভোদা শিরিষ কাগজ দিয়া ঘইষা দিমু,Adult,toxic_comments,Unsafe
অধম মা**,Adult,toxic_comments,Unsafe
"লাল গেনজী পরে ভচ
শকুন পোচ মারে,
তাই দেখে তাবিজের ধনু গাছের আগায় ঝোলে,
মুচকি মুচকি হসি তাহার নাকের আগায় বাল,
গোয়া মারা লইতে লইতে 
হোগায় নাই তার ছাল,
ও আরিফ এভাবে আর চলবে কতো কাল?",Adult,toxic_comments,Unsafe
ধলতা মাগি,Adult,toxic_comments,Unsafe
পাখি চোদে গাছের ডালে গরু চোদে মাঠে মানুষ চোদে মটেল আরিপ্পারে বন্ধ ঘরের নরম খাটে। চালাক চোদে বোকা চোদে চোদে মহাজ্ঞানী। তুই এ কেমন মটেল মাগি আরিপ্পা চুতমারানি মানুষ চোদে টাকা দিয়ে পশু চোদে ফ্রী মটেল আরিপ্পার পুটকি চুদি সোনায় ঢেলে ঘি। চোদাচুদির চলছে খেলা চলবে বারো মাস সবাই চুদে মজা নিচ্ছে করছে আরিপ্পার সর্বনাশ,Adult,toxic_comments,Unsafe
তর বউ এর দুুধ ছত,Adult,toxic_comments,Unsafe
"খানকির পোলা প্রথম গাইল আমিই দিতাম চাইলাম, পাইল্লাম না",Adult,toxic_comments,Unsafe
বরিশাল এর মাগি,Adult,toxic_comments,Unsafe
"বাইঞ্চুদ এই দিনেও তোর হোগা দেখা লাগে?????
মরি যাহ... খানকি মাগী।",Adult,toxic_comments,Unsafe
চুদমারানি চুদির ভাই চুইদা কস চুদিনাই,Adult,toxic_comments,Unsafe
চ্ছে করতেছে দিনের প্রথম হাগা টা তুর মুখের ভিতর দিই।,Adult,toxic_comments,Unsafe
"হালা লাল শার্ট ছারলি না বাইঞ্চদ।। মাগির পুত,,🙊 তরে গুয়া মারি।।",Adult,toxic_comments,Unsafe
কাদের সাহেব এই অহিংস পোষ্ট দেখলে নিশ্চিত তোর পুটকিতে চুমা দিবো।,Adult,toxic_comments,Unsafe
" তোরা দেখ দেখ, দেকরে চাহিয়া বান্দির পুলা ফটো তুলে মুখ বেখাইয়া ",Adult,toxic_comments,Unsafe
" নটির পোলা ,, আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস ?",Adult,toxic_comments,Unsafe
" ন্যাড়ি কুত্তা চিনোস??
যেই কুত্তা রাস্তায় রাস্তায় ঘুরে, লুম্বা টুম্বা ছাল ছোকলা ওইঠা গেছে সেইটারে বলে ন্যাড়ি কুত্তা। ওই ন্যাড়ি কুত্তা দিইয়া পুটকি মারাইলে",Adult,toxic_comments,Unsafe
"মাদ্দার চোওওওওদ, তুই ভাতের লগে দুইবেলা রুটিন করে গু খাওয়া শুরু করসস তাইলে!!!!",Adult,toxic_comments,Unsafe
পুতূ ছিরে ফেলবো,Adult,toxic_comments,Unsafe
ভদাই বাশ দিমু,Adult,toxic_comments,Unsafe
শালা কক্সোদের বাচ্চা।,Adult,toxic_comments,Unsafe
মাগির নাতি,Adult,toxic_comments,Unsafe
"ড্রাইভার তাকে চদার জন্য গাড়িতে তুলেছে।।।
তাবিজ্জা ত বুড়া হইয়া গেছে সো মাদারি রাস্তায় নেমে পড়ছে চদা খাওয়ার জন্য।পিছনে আবার দুটা টাক্লু অপেক্ষা করসে চুদবে বলে।",Adult,toxic_comments,Unsafe
রাম ঠাপ খাবি,Adult,toxic_comments,Unsafe
এই মাগীকে তো জিনের মতো লাগে,Adult,toxic_comments,Unsafe
একি সর্বনাশ করলি রে শুয়োরের বাচ্চা আরিপ্পা ~ আজকে যদি ব্রাজিলের কিছু হয় তাহলে মান্দারেরপো ঘেরারপো তোরে ওপেনে হিজড়া দিয়া ধর্ষণ করানো হবে ! আর তোর এই সাউয়া মার্কা পেইজ হোগার টিস্যুর মতো উড়াইয়া দেয়া হবে !!,Adult,toxic_comments,Unsafe
হুমুন্দির পুত,Adult,toxic_comments,Unsafe
" তোর পিকচার দেখে আমার খুব হাগা আসছে,,,,তোর মুখটা দে, আমি হাগি,,, খানকিরপোলা,,",Adult,toxic_comments,Unsafe
এরে আরিপ্পা শান্তির পুত তোরে লেংন্টা কোইরা মান্দার গাছের সাথে বাইন্ধা বোল্লার বাসা তোর গায়ে ভাইঙা দিমু,Adult,toxic_comments,Unsafe
ভাই আপনারা কি শুরু করলেন অরে একটু ভদ্র ভাষায় কথা বলেন। যেমন আরিফ একটা নটির পুলা আরিফফার পাছার বম্বে মরিচ ঢুকাইয়া সেফাত দাদার মদের বুতল জুলাই রাখনের দরকার। খানকি একটা শালা মাগি।,Adult,toxic_comments,Unsafe
"আরিফ্ফা লো তোর লম্বা লম্বা বাল """" জিলেট রেজার কিনে নিজের বাল ছেটে ফ্যাল ....আরিফ্ফা লো",Adult,toxic_comments,Unsafe
আচুদা চেয়ে বড় কিছু থাকলে তুই সেটা। মাদারি তোর জন্য সরম নাই? গন্ডার আর তোর চামড়ার প্রতিযোগিতা হইলে তুই জিতবি।,Adult,toxic_comments,Unsafe
তোরা হলি আসল মাদারচুদ,Adult,toxic_comments,Unsafe
" তোরে গরুর হাট থেকে ছাড়ছে কেডা? ওরে সামনে পাইলে আমার গোবর ভরা জুতাডা পিটামু। যাইহোক, আরিপ্পা তোর দাম কত? সাথে তোর এই দুধালি গাভীগুলার ফ্রি নিমু। তুই তাড়াতাড়ি আয়, তোরে কোরবানি দিতে হইবো।",Adult,toxic_comments,Unsafe
"মার গুদে বাল নেই, ছোয়ালের মুখে চাপদাড়ি",Adult,toxic_comments,Unsafe
তোর খোমাটা দেইখা মনে হইতাছে কুত্তার পোন্দে মোছের মত বাল উঠছে।,Adult,toxic_comments,Unsafe
মুলা চদা বেইসশা,Adult,toxic_comments,Unsafe
লেউরা চুুদা মেয়ে,Adult,toxic_comments,Unsafe
"ইফতার কইরাই তুর ছবি দেখলাম সাথে সাথে আমার পাতলা পায়খানা শুরু হয়ে গেছে,

বালের পোলা হা কর হাগু দিমু তুর মুখে, বাল্ডা",Adult,toxic_comments,Unsafe
হোগার পোলা তোরে টেম্পুর হেল্পারের মত লাগে,Adult,toxic_comments,Unsafe
আরিফফার মতো হতে চাও। তাহলে মাগি দুচো.. মদ খা,Adult,toxic_comments,Unsafe
"মাদারচোদ, শালায় চেহারাটা দেখলেই বিরক্ত মনে হয়",Adult,toxic_comments,Unsafe
" অারিপ্পার পুটকিতে বাল গজুক অার নাই গজুক, অাজ বসন্ত",Adult,toxic_comments,Unsafe
ওরে মাংগের বেটারে দিলি তো দিনটারে চুইদ্দা,Adult,toxic_comments,Unsafe
" আজকের এই পবিত্র দিনে তোরে গালি দিলাম না , ঈদটা যাক পরে তরে মাগির পুলা, বান্দির পুলা, চুতমারানিরর পুলা, চুদির ভাই, চুদাওরি বইলা গালি দিমু",Adult,toxic_comments,Unsafe
"আরিপ্পা তোর দিন শেষরে কেউ আর তোরে গালি দিতে আহে না।
তুইও হালার আগের মত পপুলার নাইরে
হিরো আলম,কান হেলাল তোরে চুদে দিছে",Adult,toxic_comments,Unsafe
নটি মাগির ঝি,Adult,toxic_comments,Unsafe
কিরে হিজড়া নতুন আপডেট ভার্সন নিয়ে এলি নাকি...?,Adult,toxic_comments,Unsafe
খানকির পোলা বিড়ি দিয়া মডেল দেস....,Adult,toxic_comments,Unsafe
"হালায় আরিপ্পা এইডা কি কয় 
হালায় ভাষার মাসে ক্যাপসন দিসে বাংলিশে
হালারে এই অপরাধের জন্য অর হাগু খানায় রড গরম কইরা ডুকানোর দরকার জেন অন্ন কেও হেইডা বাহির না করতে পারে

হালার ক্যাপ্সন দেইখা আমার চান্দি গরম হই গেল
মাদার আরিপ্পা ভাষার মাসে কাপ্সন দিসে বাংলিশে",Adult,toxic_comments,Unsafe
বাংলাদেশের মাইয়াগুলা আস্তে আস্তে গাদাচোদায় রুপ নিতাছে আমার মতো একজন হ্যান্ডসাম ছেলে থাকতে যাইয়া এই আবাল টার সাথে গেছে সেল্ফি তুলতে।ছিঃ ফাক ইউ অল গার্লসস সো হার্ডলি,Adult,toxic_comments,Unsafe
রাস্তার কুততাও তোর পুটকির গন্ধর জন্যে না মাইরা চলা যাইবো সালা হিজলা মাদারপোক,Adult,toxic_comments,Unsafe
র মায়ের ঐখানে বিছাতু পাতা,Adult,toxic_comments,Unsafe
চুদানির পো,Adult,toxic_comments,Unsafe
চুতমারানির পোলা,Adult,toxic_comments,Unsafe
তর পুটকিত ধান ছড়াইয়া চড়ুই দিয়া খাওয়ামু,Adult,toxic_comments,Unsafe
.ময়লা চোদা,Adult,toxic_comments,Unsafe
হালা লইড্যার ফুত তোর ফোনে কি বাংলা কি বোর্ড নাই?!,Adult,toxic_comments,Unsafe
তর ধন দিয়া মাটি খুড়ুম,Adult,toxic_comments,Unsafe
মাসিকের ত্যানা।,Adult,toxic_comments,Unsafe
মাঙ্গির পুত,Adult,toxic_comments,Unsafe
তোমরা কেউ কি আবাল দেখতে চাও তাহলে আর দেরি নয়......আজই চলে আসো আবালের আইড়ি তে,Adult,toxic_comments,Unsafe
চুদির ভাই,Adult,toxic_comments,Unsafe
"পুটকি দিয়া সিদি ঢুকামু,",Adult,toxic_comments,Unsafe
বুস্তির গন্ধ আলা ভদা,Adult,toxic_comments,Unsafe
নেপালির খাাঙ্কি মাগির পলা,Adult,toxic_comments,Unsafe
লটির বেটা,Adult,toxic_comments,Unsafe
আহ্ চারটা মাগি একসাথে সমুদ্রের পাশে দাড়িয়ে খদ্দর খুজতেছে !,Adult,toxic_comments,Unsafe
বালি দিয়া চুদমু তরে খাঙ্কি মাগী!,Adult,toxic_comments,Unsafe
জানুয়ার এর বাচ্চা কোটা নিয়া দেশের অবস্থা খারাপ আর তুই মাগীবাজী চুদাস?বেশ্যার মাগির শ্লা শুয়ার,Adult,toxic_comments,Unsafe
কাঠ্ঠির বেট্যা,Adult,toxic_comments,Unsafe
তর হুগায় গরম শিখ ডুকামু,Adult,toxic_comments,Unsafe
*দাই শালা,Adult,toxic_comments,Unsafe
এরে আরিপ্পা পাডার পো পাডা লোহা গরম করে লাল করে তোর পা** দিয়া ঠান্ডা অংশ ডুকামু আর গরম অংশ বাহির করে রাখমু জেনো বাহির করতে না পাছত,Adult,toxic_comments,Unsafe
কুত্তার নাাত্নি,Adult,toxic_comments,Unsafe
আরিপ্পার মুখ দেইখখা মনে হইতেছে অর গোয়া ফাডাই দিছে এহন ব্যথা,Adult,toxic_comments,Unsafe
পুটকির মধ্যে মোবাইল ভইরা দিমু,Adult,toxic_comments,Unsafe
বান্দির পুতে এমনে ফাল পারে কেন﻿,Adult,toxic_comments,Unsafe
বাঞ্চত সেমিস্টার ব্রেক শুরু হইছিল আজ থেকে। দিলি তো সেমিস্টার ব্রেক এর মায়েরে বাপ করে।,Adult,toxic_comments,Unsafe
"ভন্ধু এটা হচ্ছে শীবের বাকা লিঙ্গ।
হাতে নিয়ে নাড়াচাড়া করতে পারবা। 
পিপাসা লাগলে চুষে খেতে পারবা।",Adult,toxic_comments,Unsafe
তরে গোআ দিয়া চুদামু,Adult,toxic_comments,Unsafe
"অরে চুদনার পুত চুদির ভাই তুই দেশের সাগর টারেও ছারলিনা ওইটাও তোরে নংরা করতে হবে,তোর লগে তোর বোন কে ভালোই মানাইছে রে,চালিয়ে যা মাদারি।",Adult,toxic_comments,Unsafe
সেলফি বেশ্যা,Adult,toxic_comments,Unsafe
বেশ্যার বাচ্চা বেশ্যা,Adult,toxic_comments,Unsafe
মাগির পোলা মরস না কে,Adult,toxic_comments,Unsafe
আমার জীবনের একটাই ইচ্ছা আমার পুটকির বাল গুলা ছিড়া তরে ভুনা সেমাই খাওয়ামু,Adult,toxic_comments,Unsafe
"বাহারি বাইনচদ,",Adult,toxic_comments,Unsafe
তোর পাছার ফুটা এতো বড়???কস কি???,Adult,toxic_comments,Unsafe
"তোর পিছের অই বাগানের বাশের বেড়া টা তোর হোগার ভিত্রে হান্দাইয়া দিতে পারতাম তাহলে অনেক ভালো লাগতো।
চোদানির পোলা তুই বুলু হোইল খেইল্লা মরতে পারছ না।",Adult,toxic_comments,Unsafe
"হায়রে....... হারে.....হারাম জাদা!!!!!!!! 
তরে ধইয়া ছেইচ্চা দেয়া উচিত.",Adult,toxic_comments,Unsafe
ভাই বোন একসাথে ব্লু ফিল্ম দেখছেন।,Adult,toxic_comments,Unsafe
"তর হোগায় ইনপুট, তর মায়ের ভোদায় আউটপুট",Adult,toxic_comments,Unsafe
আগে তুই মদ খাইয়া মানুষ হ খানকির পোলা ।,Adult,toxic_comments,Unsafe
মি অনেক দুস্টু হয়ে গেসো আরিপ তুমায় পোদ মারতে হপে রাম ছাগল দিয়ে,Adult,toxic_comments,Unsafe
হ্লা মাদারটোস্ট,Adult,toxic_comments,Unsafe
কলা গাছ কাইট্টা তোর বিচি তার মধ্যে ভইরা পানিতে ভেলা বানাইয়া তোর পিছন দিয়ে ভরে দিব শালা শূয়ার কোথাকার,Adult,toxic_comments,Unsafe
"পাহাড়ে উঠে গুয়ামারা খেতে আসছিস? 
যাতে পড়ে যাওয়ার ভয়ে গুয়ামারা খেতেই থাকিস",Adult,toxic_comments,Unsafe
অবশেষে দেওয়ানবাগীকে দিয়ে দিয়ে নিজের হোগা মারানোর ধান্ধায় নামলি শুয়ার,Adult,toxic_comments,Unsafe
"ওই শুয়োরের বাচ্চা, থাপড়া দিয়া এক্কেবারে কানশা ফাটায়ে দিমু!",Adult,toxic_comments,Unsafe
সুভো নয় ফইন্নি শুভ হবে,Adult,toxic_comments,Unsafe
২ বোকাচোদা,Adult,toxic_comments,Unsafe
"কিরে খানকির ছেলে,, তোরে চুদে শোয়াইয়া রাখছে ক্যাডায়",Adult,toxic_comments,Unsafe
"খানকির পোলা
",Adult,toxic_comments,Unsafe
বুস্কির বাল,Adult,toxic_comments,Unsafe
গীটারের হাতল তোমার জায়গা মতো ভইরা দিমু সালা,Adult,toxic_comments,Unsafe
"আমিও একদিন অনেক বড়লোক হবো
তখন প্রতিদিন তোর কিডনি বাহির করে থুথু দিয়ে আবার ডুকিয়ে দেবো",Adult,toxic_comments,Unsafe
তর বিচি দিএয়া শুটকি বানাব,Adult,toxic_comments,Unsafe
তুরে এম্ন চোদা চুদ্মু যেনো হাটতে না পারোচ,Adult,toxic_comments,Unsafe
তোগোর ধোন টাইনা তোগোর পিছন দিয়া ঢুকামু,Adult,toxic_comments,Unsafe
তোর বাসার সবাই রে চুদমু,Adult,toxic_comments,Unsafe
বানচোত,Adult,toxic_comments,Unsafe
খানকির পোলার ভাব দেখলে তীব্র শীতেও প্রচণ্ড গরম লাগে,Adult,toxic_comments,Unsafe
ওর নুনুর রগটা কেটে দিক ।।,Adult,toxic_comments,Unsafe
এইটারেও চুদে দিলি?,Adult,toxic_comments,Unsafe
"ভাই স্লোগান না দিয়ে গালি দেন
দুচির পোলারে হোগা মাইরা দেন
হোগা মারা খেয়ে প্যান্ট করেছো লাল
কাটোনি এখনো নাকের নিচের বাল
ভাডায় আনবো জনিকে 
পুটকি মারবে দিনে রাতে
হোগা ভাসবে মালে
চুদবে সবাই তোমাকে খালে বিলে",Adult,toxic_comments,Unsafe
এই রমজানে ও তুই লোচ্ছামি করতেছিস হারামি শুয়ার..তুই নিজে নিজের গু'য়ের গন্ধ শুকে মরে জা না,Adult,toxic_comments,Unsafe
"খানকি মাগির পোলা,
বস্তির পোলা,
নডির পোলা,
তোর লজ্জা সরম কি চুদে গেছে?",Adult,toxic_comments,Unsafe
হগার নাতি,Adult,toxic_comments,Unsafe
মাদারচুদ ঘুম ডা ভাংতে না ভাংতে মাগির পিক লাল ব্রা পরা চোখে ধুরো হেডা,Adult,toxic_comments,Unsafe
"বেশ্যার চোদা!!!
তুইও পরিবর্তন চাস?????",Adult,toxic_comments,Unsafe
লুঙ্গি চোদা,Adult,toxic_comments,Unsafe
"আচ্ছা ভাই একটা কথা জিগাই, তুই কি তোর মার পুটকি দিয়া বাইর হইছস??",Adult,toxic_comments,Unsafe
"তোমার ধোন মাইনসে কয় কেলা
যোগের তেল দিয়া দেও মাসিক্কা মাইয়া গো গুদে দেও ঠেলা।",Adult,toxic_comments,Unsafe
দেখেন চু*** অবস্থা,Adult,toxic_comments,Unsafe
